summoner_id
37928970
24760331
22216718
21786647
21399577
27809820
55414883
56539172
45344815
19998774
26314816
48193601
65409090
56827915
65409092
25738593
32518216
37910602
23636043
71899217
26676087
581716
43202645
23965783
21106779
21747804
21623482
18991200
20327440
22777955
72820841
68479082
32653422
262255
21616758
51589239
62374009
26798206
40454272
32292994
39723141
42762376
72839307
63553676
23984272
47409305
20072604
19873955
72839334
24332462
40984753
23568562
19906739
40835255
24682680
23824575
72839365
51405
24269013
67094742
23312599
19787999
38924512
66939106
30871780
36911333
34287847
23714027
32680176
39889138
72749302
30365948
23288874
66850519
23888144
23204114
19577112
377115
68479260
25774365
24629541
47706407
30206248
34687275
21600556
23167277
31785265
50043186
25786675
34595125
65399098
65399100
65399103
32016710
24197453
64600399
68401488
29557073
48544082
532825
26124635
28744029
41275742
71289187
170340
184677
21652056
28903785
22352248
32608320
20074883
27519370
65409091
20132258
65409095
20971952
65409096
35590582
42060215
22325691
62583231
37876161
21014987
72219088
26184155
28039649
20415911
69769708
37827053
22645232
71299570
41343479
62489080
22138282
36733439
68469255
68469257
65989131
70423058
21144092
492066
23419429
65389094
21276764
53373482
26423851
65389101
32932398
21944884
57029178
57029179
19063356
64709188
25343073
59589193
35490378
40141387
21539405
51796562
22634595
37481045
2648
57539163
19634781
21903966
48119569
23681648
25955091
29360758
20947579
72219261
19884671
21332616
35317527
71701144
46295707
27794083
27921067
68799156
27470522
31253181
21428926
47651522
35205239
21328590
55974612
23589592
20515552
73099728
19770082
31533800
28920560
20151025
22059766
23338989
21490433
34022147
23765764
36111109
26600205
29248275
21222532
37446426
21586721
21472039
23487274
20112175
21050172
32299846
72839308
23702362
21390175
21883744
29182819
24560785
32867184
37542769
44989300
26065782
41272183
21169018
35613563
22479740
67580799
64887680
49376137
37370762
20759436
70339477
22076310
20577176
24671130
44989342
38249375
20024227
22991783
37411756
24494578
28949426
24875971
21193669
20186055
40661961
242637
22403576
71181475
19209176
34725029
22623204
44952557
22991854
20024304
49159160
28910586
23897083
21367804
20233217
29266039
27401229
26043408
