champion,bucket,picks,win_rate,ban_rate,ban_win_salience_residual
Heimerdinger,high,743,0.49663526244952894,0.00240940632228219,-0.36039510091969235
Illaoi,high,1827,0.41105637657361793,0.17925983037779492,4.277665194168698
Irelia,high,4451,0.49853965401033473,0.10991711642251349,0.40857205748897907
Janna,high,9827,0.5493029408771751,0.00963762528912876,-2.306424015073169
Jarvan IV,high,1783,0.46943353897924844,0.0013492675404780262,0.6656070949130425
Jax,high,4275,0.48023391812865496,0.4580763299922899,3.829385063453058
Jayce,high,1592,0.47361809045226133,0.0013010794140323825,0.5061195425426259
Jinx,high,3712,0.4892241379310345,0.0008191981495759444,-0.09104506088356867
Kalista,high,4297,0.4970909937165464,0.007035466461063994,-0.3415189651608783
Karma,high,1772,0.5016930022573364,0.000698727833461835,-0.5660951542501671
Karthus,high,620,0.482258064516129,0.0007469159599074788,0.17326228543470001
Kassadin,high,3088,0.4744170984455959,0.007830570547417117,0.5268398263222237
Katarina,high,1190,0.47394957983193275,0.0023612181958365458,0.5018120985818436
Kayle,high,1868,0.5165952890792291,0.009083461835003855,-1.0671084283224619
Kennen,high,1458,0.5013717421124828,0.0019034309946029298,-0.5444515207253253
Kha'Zix,high,1571,0.46021642266072565,0.0029876638396299153,1.0288946391471845
Kindred,high,4128,0.5198643410852714,0.4845075173477255,2.529362067213377
Kog'Maw,high,621,0.4669887278582931,0.0012528912875867386,0.7578126003660841
LeBlanc,high,4097,0.4537466438857701,0.007155936777178103,1.3075187233657086
Lee Sin,high,16609,0.48840989824793785,0.053055127216653813,0.3487245951507214
Leona,high,2503,0.5105872952457051,0.0004095990747879722,-0.9065482356738733
Lissandra,high,2281,0.48531345900920647,0.0013492675404780262,0.0618002616698321
Lucian,high,18135,0.4870140612076096,0.01233616037008481,0.08312354746621942
Lulu,high,5423,0.515950580859303,0.025684271395528143,-0.9126730038514836
Lux,high,3800,0.5171052631578947,0.0021925597532767927,-1.1404289989887075
Malphite,high,6319,0.5284063934166798,0.23819390902081727,0.2768619976241957
Malzahar,high,1274,0.5400313971742543,0.0019516191210485736,-2.0140417358614364
Maokai,high,730,0.4849315068493151,0.00045778720123361606,0.06934642378909206
Master Yi,high,2933,0.4933515172178657,0.017106784888203545,-0.12051146120759829
Miss Fortune,high,9050,0.5358011049723757,0.034719545104086355,-1.596743285142704
Morgana,high,5563,0.4982922883336329,0.006119892058596762,-0.39436162255814233
Nami,high,3860,0.5147668393782383,0.00036141094834232844,-1.0658453924760305
Nasus,high,1888,0.4968220338983051,0.0029635697764070932,-0.36315976418533413
Nautilus,high,2703,0.510173880873104,0.0009878565921356977,-0.8863032930063377
Nidalee,high,5160,0.5017441860465116,0.053103315343099464,-0.1579117903020856
Nocturne,high,1414,0.4872701555869873,0.001373361603700848,-0.012411217988000267
Nunu,high,1113,0.5292003593890386,0.0017347725520431765,-1.6039071132843685
Olaf,high,1323,0.4852607709750567,0.0017588666152659985,0.06700924436576755
Orianna,high,2821,0.4643743353420773,0.0005541634541249036,0.8517520160520979
Pantheon,high,2603,0.5167114867460623,0.0053488820354664615,-1.1007542685142042
Poppy,high,3251,0.46908643494309443,0.05987374710871241,1.1368302607400445
Quinn,high,3042,0.5203813280736358,0.12608423284502698,-0.29539296888558797
Rammus,high,3098,0.5384118786313751,0.11174826522744796,-1.0931702112123305
Rek'Sai,high,4113,0.5224896669097983,0.010023130300693909,-1.2838780296958072
Renekton,high,5046,0.46789536266349585,0.010721858134155745,0.7974455257780236
Rengar,high,5452,0.5271460014673515,0.3481592135697764,1.18539830414998
Riven,high,5142,0.46927265655387007,0.027756360832690823,0.8783919494697519
Rumble,high,951,0.4405888538380652,0.000698727833461835,1.7572857119921914
Ryze,high,2796,0.49856938483547925,0.029491133384734,-0.221989397088534
Sejuani,high,494,0.4898785425101215,0.00026503469545104087,-0.12026467919025019
Shaco,high,1965,0.5155216284987277,0.006312644564379337,-1.0479693289296985
Shen,high,4593,0.5099063792728065,0.006143986121819584,-0.8357790261584517
Shyvana,high,1224,0.49019607843137253,0.0010360447185813416,-0.1263043503992512
Singed,high,1006,0.5248508946322068,0.001614302235929067,-1.4394689721402538
Sion,high,893,0.5363941769316909,0.0005541634541249036,-1.88667943693156
Sivir,high,1597,0.48904195366311837,0.00021684656900539706,-0.08883194794594707
Skarner,high,412,0.49271844660194175,0.0006264456437933693,-0.22541870160345842
Sona,high,2714,0.5125276344878408,0.0027226291441788744,-0.9622240515348699
Soraka,high,3542,0.5225861095426313,0.7598062837316885,4.58041865490724
Swain,high,738,0.5,0.0010119506553585196,-0.49927028640653937
Syndra,high,1855,0.4733153638814016,0.001156515034695451,0.5164988114507774
Tahm Kench,high,3572,0.46808510638297873,0.6203016576715498,5.560933081527215
Talon,high,2289,0.5425950196592398,0.006625867386276021,-2.0749374323788445
Taric,high,1081,0.517113783533765,0.0014938319198149576,-1.1462213655947666
Teemo,high,1306,0.5076569678407351,0.00457787201233616,-0.7625057437491094
Thresh,high,12101,0.4858276175522684,0.004023708558211257,0.06318101029261625
Tristana,high,7916,0.5044214249621021,0.00240940632228219,-0.6564506302274309
Trundle,high,4293,0.5269042627533194,0.05079028527370856,-1.132682998282214
