champion,bucket,picks,win_rate,ban_rate,perceived_minus_actual
Ryze,high,2886,0.5003465003465003,0.028856851474133135,-0.2830733593712165
Sejuani,high,516,0.49612403100775193,0.0003013165214166512,-0.3442681920904214
Shaco,high,2065,0.5142857142857142,0.006327646949749676,-0.9954275723942094
Shen,high,4763,0.5076632374553852,0.0062812905618394215,-0.7411485195841279
Shyvana,high,1267,0.4909234411996843,0.0010198405340255887,-0.13867430933920213
Singed,high,1043,0.5273250239693192,0.0015529389949935101,-1.534184172686265
Sion,high,919,0.5353645266594124,0.0005562766549230484,-1.851115040849625
Sivir,high,1665,0.4870870870870871,0.00020860374559614314,0.0024870269346415896
Skarner,high,429,0.4965034965034965,0.0006258112367884295,-0.3563187003165328
Sona,high,2831,0.5121865065347934,0.002735026886704988,-0.9428362533271968
Soraka,high,3703,0.5244396435322711,0.7596189504913777,4.511459773097364
Swain,high,771,0.4993514915693904,0.0010430187279807158,-0.46256122835139246
Syndra,high,1919,0.4726420010422095,0.001182087891711478,0.5655385965210122
Tahm Kench,high,3701,0.4706835990272899,0.6225662896347116,5.505493511084722
Talon,high,2411,0.5437577768560763,0.006698498053031708,-2.1257594866356864
Taric,high,1127,0.5173025732031943,0.001460226219173002,-1.149535065051777
Teemo,high,1364,0.5043988269794721,0.004566104209160022,-0.6290558651153042
Thresh,high,12547,0.4848967880768311,0.004033005748192101,0.11664680937659072
Tristana,high,8225,0.5027355623100304,0.0024800667531985907,-0.5814324308602732
Trundle,high,4456,0.5276032315978456,0.05166419432597812,-1.1525738565810861
